,designer,count
1748,4752,179
1749,3061,82
1750,7252450,4
1751,3060,713
1752,922226,35
1753,128790,2
1754,5427465,80
1755,5055341,2
1756,6198436,3
1757,127055,48
1758,2632538,6
1759,125654,1
1760,17127,157
1761,6886,104
1762,7579503,10
1763,6764733,33
1764,3773531,2
1765,1587961,1
1766,234503,4
1767,92448,196
1768,3362095,7
1769,36066,33
1770,3291457,4
1771,91653,4
1772,29114,7
1773,16762,24
1774,596970,1
1775,89844,3
1776,8894769,6
1777,4801646,141
1778,46422,110
1779,25059,91
1780,4184135,40
1781,872989,19
1782,4329819,2
1783,5055313,10
1784,7270118,20
1785,165552,2
1786,865146,41
1787,72844,65
1788,129911,74
1789,460235,42
1790,1578986,128
1791,1110699,85
1792,1578970,149
1793,8771855,36
1794,548776,1
1795,6487754,1
1796,5010305,25
1797,1271870,167
1798,7465985,4
1799,4329814,57
1800,7389354,14
1801,2758166,21
1802,3402275,16
1803,173254,9
1804,42637,29
1805,6393963,46
1806,648090,1
1807,27135,32
1808,4315226,15
1809,120236,165
1810,2488329,11
1811,2617526,85
1812,9804617,6
1813,4988126,5
1814,10530902,7
1815,3971,224
1816,3501247,83
1817,538265,31
1818,5224135,125
1819,547344,2403
1820,3483845,17
1821,100989,20
1822,572891,4
1823,4409397,3
1824,111701,95
1825,120161,904
1826,258774,24
1827,57044,91
1828,7018,53
1829,10636713,5
1830,60986,18
1831,3469008,5
1832,191277,1
1833,10008634,2
1834,9967283,69
1835,1530858,5
1836,117134,94
1837,397217,115
1838,25297,39
1839,1395484,4
1840,125327,31
1841,81297,14
1842,282718,380
1843,898749,45
1844,201607,23
1845,307477,6
1846,6764776,3
1847,5853356,11
1848,19441,4
1849,10504362,47
1850,2821953,43
1851,4512404,11
1852,54665,153
1853,7988978,4
1854,10233420,2
1855,3402274,2
1856,80795,55
1857,1657,1
1858,722652,9
1859,9438122,3
1860,6928910,1
1861,3451,644
1862,4828907,24
1863,8823190,31
1864,2049368,266
1865,7598804,13
1866,3947991,274
1867,5063915,9
1868,6896040,50
1869,271116,52
1870,742527,93
1871,9087671,9
1872,7018069,1
1873,6531,476
1874,6540409,2
1875,294251,113
1876,397028,16
1877,5934392,5
1878,1527338,27
1879,549401,250
1880,4863662,56
1881,8296105,22
1882,3616321,111
1883,532466,27
1884,80743,15
1885,1699018,22
1886,6643367,1
1887,4580646,63
1888,10073797,10
1889,1578992,3
1890,3468976,164
1891,121159,3
1892,10532202,10
1893,48780,10
1894,314303,27
1895,5980066,60
1896,121213,119
1897,95350,3
1898,135361,148
1899,154797,108
1900,826228,2
1901,10143755,89
1902,5579193,20
1903,7369117,1
1904,5048213,17
1905,7252006,3
1906,1874988,1
1907,7096285,7
1908,6251862,5
1909,3468819,1
1910,108830,15
1911,397029,3
1912,115153,63
1913,7464668,12
1914,2180,169
1915,8245809,2
1916,18428,88
1917,2782761,52
1918,5148633,54
1919,630394,97
1920,156926,6
1921,5862564,40
1922,697167,15
1923,131861,8
1924,4117,540
1925,9054569,4
1926,731219,162
1927,1248729,21
1928,4691475,12
1929,12429,2
1930,10515638,1
1931,10184485,4
1932,4660773,42
1933,9160187,4
1934,3315299,6
1935,342163,3
1936,184246,28
1937,3960612,2
1938,786205,31
1939,96069,54
1940,153311,3
1941,5055380,14
1942,3721719,52
1943,5862148,2
1944,5337112,24
1945,4691474,138
1946,194412,53
1947,90211,33
1948,1625931,17
1949,5220386,76
1950,2821961,1
1951,5502,1394
1952,12435,38
1953,225637,68
1954,7727965,4
1955,10442,52
1956,13198,1
1957,8185483,5
1958,65909,17
1959,1506710,57
1960,560545,27
1961,15543,339
1962,580750,4
1963,10154818,9
1964,2189032,48
1965,297428,9
1966,41475,1
1967,285752,11
1968,6261417,396
1969,6928421,8
1970,6686967,138
1971,705812,23
1972,10509956,8
1973,2682727,24
1974,6965588,13
1975,44894,77
1976,6687095,3
1977,7094664,13
1978,8716538,14
1979,117030,347
1980,6215996,1
1981,5853353,89
1982,227990,55
1983,97,110
1984,15097,1
1985,31431,125
1986,8278823,10
1987,80278,1
1988,22091,34
1989,2770917,15
1990,11131,150
1991,4599016,7
1992,73050,27
1993,176732,121
1994,4242024,62
1995,2682717,5
1996,42258,110
1997,594335,1
1998,1103034,20
1999,842573,279
2000,1328808,1
2001,8511524,39
2002,3496844,6
2003,403947,20
2004,7166673,10
2005,6765601,29
2006,1331890,48
2007,128324,10
2008,206902,9
2009,32181,1
2010,27651,6
2011,5195252,80
2012,155716,1
2013,5591377,13
2014,8982876,1
2015,6005617,36
2016,39686,17
2017,105041,251
2018,5630284,14
2019,8883077,17
2020,8014774,2
2021,7308678,1
2022,77509,13
2023,7017100,11
2024,327811,5
2025,2708808,1
2026,6035967,15
2027,10335639,11
2028,12646,152
2029,1654448,45
2030,10502822,10
2031,2277575,2
2032,720400,7
2033,42445,171
2034,640442,82
2035,5855342,1
2036,3045216,195
2037,6198385,10
2038,69400,4
2039,2987662,25
2040,1054435,1
2041,349306,11
2042,9463,422
2043,763988,7
2044,91008,4
2045,5404743,121
2046,39691,807
2047,146173,33
2048,72728,8
2049,1281355,148
2050,5048215,37
2051,10190414,6
2052,6724680,9
2053,49539,1
2054,3834,346
2055,2302343,27
2056,916708,7
2057,8170859,1
2058,42351,129
2059,29242,6
2060,4955128,5
2061,54730,1
2062,192463,3
2063,10056681,3
2064,61090,53
2065,29852,386
2066,4513869,113
2067,434583,15
2068,7270106,31
2069,1471019,4
2070,3664319,87
2071,8519,240
2072,3680237,6
2073,796019,42
2074,29246,174
2075,4988113,81
2076,1698246,7
2077,220479,11
2078,6322836,3
2079,895612,4
2080,1336938,23
2081,18286,902
2082,6036016,19
2083,3802680,70
2084,6700386,119
2085,4942518,9
2086,118451,16
2087,10183517,10
2088,101761,12
2089,781259,2
2090,2175041,96
2091,3689541,5
2092,6701405,11
2093,3396,37
2094,988351,137
2095,763317,323
2096,65309,7
2097,177998,349
2098,569795,5
2099,6484914,59
2100,3062,143
2101,23606,36
2102,18517,43
2103,6394147,22
2104,208460,263
2105,511617,83
2106,3846447,14
2107,451507,165
2108,32689,171
2109,761854,4
2110,3854635,14
2111,7113598,42
2112,5517434,10
2113,6005599,1
2114,4051509,296
2115,2422058,40
2116,965327,5
2117,458617,3
2118,5356415,1
2119,595400,14
2120,717119,5
2121,1011976,192
2122,73041,107
2123,129178,317
2124,212432,8
2125,217592,21
2126,10532131,19
2127,558971,5
2128,548808,2
2129,7224331,4
2130,5221149,23
2131,534369,1
2132,10533,1602
2133,1914688,12
2134,82315,113
2135,4712663,11
2136,5933531,21
2137,10602,54
2138,2654974,1
2139,92650,8
2140,145807,109
2141,7224126,1
2142,1670264,7
2143,1396837,11
2144,164,15
2145,6964301,6
2146,373712,5
2147,2223751,3
2148,4001,94
2149,96856,216
2150,698227,38
2151,6764696,38
2152,10768029,96
2153,3820494,177
2154,6803,975
2155,1002193,160
2156,6394058,3
2157,5934304,53
2158,539536,31
2159,10557370,8
2160,1562091,6
2161,988469,1
2162,235168,223
2163,340439,231
2164,527568,12
2165,4191,62
2166,6920282,15
2167,17466,262
2168,4712505,16
2169,23875,9
2170,2331371,41
2171,333761,152
2172,10765,66
2173,8750,231
2174,4672194,25
2175,552749,16
2176,3525409,132
2177,6112140,15
2178,4580755,7
2179,3384847,42
2180,210126,15
2181,4801,21
2182,559745,2
2183,4209847,18
2184,5833323,189
2185,539957,4
2186,6460306,3
2187,6765466,62
2188,6407081,11
2189,7094654,57
2190,537473,1
2191,786218,7
2192,6796747,8
2193,65368,64
2194,671436,36
2195,95211,19
2196,6904134,25
2197,1234855,4
2198,4271102,2
2199,5471504,42
2200,421766,16
2201,6394,13
2202,58166,120
2203,1066498,92
2204,576486,270
2205,5968549,2
2206,6487746,3
2207,10035031,7
2208,5256047,29
2209,5047953,22
2210,10840122,3
2211,6487946,2
2212,1259945,122
2213,901819,1
2214,17886,130
2215,174820,137
2216,7618,111
2217,120259,141
2218,85146,470
2219,277216,32
2220,3137559,19
2221,8952258,6
2222,2638692,75
2223,5514898,20
2224,1078181,15
2225,5091113,1
2226,12963,44
2227,4666,91
2228,2319091,1
2229,7516984,14
2230,5123098,30
2231,3914426,50
2232,10116776,17
2233,7018102,36
2234,306838,62
2235,2654979,43
2236,221111,1
2237,180510,107
2238,1248737,81
2239,200497,1
2240,3344622,216
2241,472718,322
2242,107993,85
2243,166170,282
2244,6908,35
2245,933221,1
2246,3539549,5
2247,132365,12
2248,426629,5
2249,1358858,74
2250,522873,5
2251,9879178,26
2252,55006,330
2253,285396,2
2254,82418,12
2255,6769704,17
2256,1048345,40
2257,3355,19
2258,215501,24
2259,7553889,43
2260,7093068,15
2261,5833751,18
2262,4741301,207
2263,9198104,72
2264,10234324,3
2265,3217350,6
2266,4829152,7
2267,807277,42
2268,991324,77
